CustomerID,Recency,Frequency,Monetary,Churn,Churn_Prob
12458,71,2,947.4,0,0.06442744373067674
12461,94,2,826.88,1,0.4962555695288169
12462,19,2,1189.59,0,0.00016832611379069442
12463,53,4,1344.78,0,0.008767236003100733
12464,10,8,1212.05,0,6.818545652808088e-05
12465,17,2,742.19,0,0.00013671378462854725
12468,188,2,729.54,1,0.9999803776541503
12471,2,30,19788.65,0,1.732365749496737e-05
12472,32,7,6572.11,0,0.00064235250725898
12473,29,5,3928.05,0,0.0004968620930985515
12474,17,18,7324.09,0,0.0001405622038830275
12475,54,1,723.38,0,0.00948119221370029
12476,16,11,6816.42,0,0.00010965570550142608
12477,23,6,13219.74,0,0.00015849605679778923
12478,4,1,680.99,0,2.9905993253442682e-05
12479,11,1,527.2,0,6.76092380993898e-05
12480,28,4,3281.63,0,0.00044727883393495983
12481,23,10,5579.82,0,0.00025605092961091024
12483,17,8,2484.98,0,0.0001433418579757168
12484,33,6,4527.32,0,0.0007819944447241229
12488,10,3,1298.66,0,6.0607579204416224e-05
12489,336,1,334.93,1,0.999999999999249
12490,5,10,5417.93,0,3.234324780322401e-05
12491,39,1,460.4,0,0.0017148274275750508
12492,63,2,263.21000000000004,0,0.027542755603866438
12493,166,2,433.74,1,0.9997551923066041
12494,16,7,1246.1,0,0.00013298419717835912
12497,82,1,1043.1,0,0.19253399558593493
12498,21,3,403.7000000000001,0,0.00022573704225637816
12500,23,11,4257.82,0,0.0002801566618772836
12501,337,1,2169.39,1,0.9999999999992653
12502,96,5,3723.87,1,0.5340427208279539
12504,18,2,482.05,0,0.00015548202127562015
12506,233,1,73.5,1,0.999999892216414
12507,134,3,1304.81,1,0.9900471849791295
12508,26,2,397.88,0,0.00039302930402293273
12509,284,1,176.5,1,0.9999999996990179
12510,143,2,982.57,1,0.9964325934145594
12512,66,2,132.18,0,0.038747348179698195
12513,113,1,612.29,1,0.8971653924791636
12514,267,1,1017.68,1,0.9999999977651985
12515,353,1,383.7,1,0.9999999999998941
12516,78,2,1312.06,0,0.13166754098221536
12517,28,5,2481.6,0,0.0004765494077282135
12518,1,5,2056.89,0,2.159571941789998e-05
12519,64,1,330.84000000000003,0,0.030037851304214665
12520,79,5,2634.26,0,0.14552229121713234
12521,143,1,599.68,1,0.9964212524673245
12522,39,2,192.72,0,0.0017781274299856738
12523,19,11,1789.77,0,0.00020022598522351933
12524,9,8,4485.72,0,5.1425943789360374e-05
12526,1,3,1316.66,0,2.1430679895924042e-05
12527,82,3,348.71000000000004,0,0.20539551357664962
12528,9,6,1933.48,0,5.596532239317524e-05
12530,60,4,1662.28,0,0.019148400611832466
12531,15,1,125.22,0,0.00010948899984314391
12532,30,1,349.83000000000004,0,0.0006109920265998623
12534,131,1,1089.18,1,0.9855039027358059
12535,92,2,716.35,1,0.44024288501203274
12536,43,3,12601.830000000002,0,0.0015346153918912933
12538,29,1,363.95,0,0.0005440377824243478
12539,22,4,5568.35,0,0.00019924065523298101
12540,20,17,13400.24,0,0.0001425673457159978
12541,30,3,981.18,0,0.0006191153427643716
12544,36,1,372.7,0,0.0012190049524212873
12545,75,2,1000.39,0,0.09826397881992437
12546,47,2,1161.5,0,0.004250588207794385
12547,198,2,207.8,1,0.9999939746001669
12548,166,1,95.2,1,0.9997538563561188
12550,79,1,964.83,0,0.14481231063439098
12551,358,1,168.0,1,0.9999999999999412
12552,39,2,437.82,0,0.0017561125876832777
12553,8,10,3692.28,0,4.9923696573878435e-05
12556,50,2,599.56,0,0.006171730586537758
12557,16,5,11990.96,0,7.35384634190859e-05
12558,8,1,269.96,0,4.845436897320735e-05
12559,311,2,561.71,1,0.9999999999866991
12560,5,3,2134.01,0,3.2617423482738375e-05
12561,303,1,238.85,1,0.9999999999663041
12562,8,7,3781.74,0,4.642781583678701e-05
12564,261,1,456.9,1,0.9999999956591186
12565,289,1,145.92000000000002,1,0.9999999998312485
12566,86,1,351.65,0,0.28155378464582886
12567,23,10,9401.28,0,0.0002107845836990416
12569,2,32,4124.6900000000005,0,4.024585472683377e-05
12571,40,2,519.61,0,0.0019623535555375314
12572,9,2,1020.42,0,5.354378505723788e-05
12573,227,1,160.54000000000002,1,0.9999997836198886
12574,316,1,218.45,1,0.999999999992492
12576,36,5,1315.83,0,0.0012721209443500422
12577,35,3,626.6,0,0.0011220461626876772
12578,21,2,2794.51,0,0.00019538690153967676
12579,78,1,440.42,0,0.13416856787720138
12580,247,1,415.7,1,0.9999999782031654
12581,40,1,197.71,0,0.001950071264744812
12582,239,2,511.36,1,0.9999999460930344
12583,3,15,7281.38,0,2.6156789607383918e-05
12584,4,9,2338.15,0,3.295453958273271e-05
12585,234,2,2040.1,1,0.9999998962309536
12586,17,1,196.94000000000003,0,0.0001374102129147544
12587,8,1,144.0,0,4.8766127146985656e-05
12588,39,1,214.9,0,0.0017363609180311079
12589,29,2,646.68,0,0.0005485616131818749
12590,211,2,9864.26,1,0.9999978025159525
12591,317,1,452.85,1,0.9999999999932301
12592,92,2,437.6,1,0.44374352960012525
12593,109,3,418.1,1,0.8531741956181459
12594,38,10,3338.2200000000003,0,0.0016186552106455753
12596,51,2,618.27,0,0.0069149909782680935
12597,19,4,3811.22,0,0.0001541290399092525
12598,10,8,3023.08,0,6.217925634379702e-05
12599,29,7,1032.58,0,0.0006024501122933745
12600,29,10,2599.04,0,0.0005954363978422497
12601,190,5,577.0600000000001,1,0.9999855594775761
12602,59,1,153.12,0,0.017245373496100412
12603,22,1,739.1999999999999,0,0.00023801290249040328
12604,79,2,254.18,0,0.15225603594043638
12607,60,1,1579.51,0,0.017985632271433183
12609,78,3,1126.85,0,0.13538262170291546
12610,23,5,2099.54,0,0.00027291573701013514
12611,52,1,1193.32,0,0.007364633388396266
12612,74,1,704.04,0,0.08789041053540467
12613,57,5,3344.38,0,0.01280021119106662
12614,278,1,315.6,1,0.9999999993941617
12615,2,4,2291.19,0,2.341307067102417e-05
12616,95,2,713.3,1,0.5265297134128104
12617,29,1,352.98,0,0.0005443415913159042
12618,22,1,177.31,0,0.0002449193222431545
12619,16,9,3641.24,0,0.00012317984940803567
12620,15,3,1339.41,0,0.00010770155787362761
12621,2,20,13689.67,0,1.883671561229615e-05
12622,232,1,180.1,1,0.9999998783720779
12623,276,1,305.1,1,0.9999999992372695
12624,106,2,641.13,1,0.7989008772742259
12625,212,2,2683.82,1,0.9999986416376787
12626,23,9,6620.4800000000005,0,0.00023739463592258782
12627,11,7,4478.53,0,6.334789419296764e-05
12628,4,3,786.46,0,3.112622727008858e-05
12630,10,2,1270.88,0,5.933230888698078e-05
12631,57,1,640.5,0,0.013407287075128217
12633,59,4,2163.98,0,0.01667283275625953
12635,90,2,1689.18,0,0.37272635136631216
12637,67,8,6002.9,0,0.03701899952718922
12638,33,1,671.69,0,0.0008495408936548521
12639,239,1,486.1,1,0.9999999449272384
12640,24,3,1174.58,0,0.0003068248061369757
12641,115,1,185.9,1,0.9182389061227716
12642,25,3,1013.26,0,0.0003471871696515974
12643,128,6,3344.64,1,0.9795997511732499
12644,130,1,477.91,1,0.9842491644026522
12645,34,4,1775.18,0,0.0009647323304842004
12646,5,2,1346.97,0,3.318969943490276e-05
12647,22,12,3722.82,0,0.00026240180087898666
12648,155,1,318.05,1,0.9991144859132934
12649,107,3,623.51,1,0.8203073404924698
12650,3,1,314.44,0,2.714825567089474e-05
12651,335,1,114.0,1,0.9999999999991667
12652,331,1,919.98,1,0.9999999999986222
12653,149,2,2209.85,1,0.9980968313615363
12654,11,5,601.98,0,7.374829137716012e-05
12656,17,5,4051.17,0,0.00012365036514841817
12657,11,4,1643.18,0,6.837208073720531e-05
12658,19,1,686.05,0,0.0001688246744087305
12659,30,1,91.68,0,0.0006190713717309275
12660,11,1,245.1,0,6.858733569472294e-05
12662,1,11,3849.78,0,2.258514823171799e-05
12664,8,9,4881.88,0,4.5935798613518936e-05
12665,325,1,63.0,1,0.9999999999973639
12667,58,1,620.13,0,0.015038211032573023
12668,12,4,3807.15,0,6.873030500625303e-05
12669,151,3,2744.03,1,0.9984816906951923
12670,10,5,2996.05,0,5.8169228920706926e-05
12672,330,1,225.9,1,0.9999999999985074
12673,5,2,610.52,0,3.4457876506751456e-05
12674,39,4,1970.6,0,0.0016997394376853988
12676,25,6,1331.39,0,0.0003656556275254504
12678,42,12,17628.46,0,0.0012986013025162585
12679,59,4,1113.02,0,0.017573258532797262
12680,1,4,862.81,0,2.243481265694479e-05
12681,15,22,13787.54,0,8.792558973492671e-05
12682,4,31,12279.82,0,3.2717433721690614e-05
12683,4,15,8476.57,0,2.7623384172674002e-05
12684,8,7,2283.63,0,5.0107833754186324e-05
12685,28,6,2863.08,0,0.0004781034023859864
12686,372,1,89.14,1,0.9999999999999885
12688,114,1,4873.81,1,0.8874084935363912
12689,26,2,1247.61,0,0.00037639284770259326
12690,206,1,389.01,1,0.9999975290804585
12691,28,6,1035.8,0,0.0005246984434202265
12693,127,4,855.91,1,0.9789080008790491
12694,70,2,869.67,0,0.05802666571783151
12695,7,4,582.1,0,4.5484139591330486e-05
12697,29,3,957.59,0,0.0005523303722870234
12700,8,4,4939.99,0,4.0889857884938016e-05
12701,80,2,797.71,0,0.16392930680235737
12702,20,1,219.0,0,0.00019403343431385322
12703,71,1,283.55,0,0.06510102425725357
12704,7,8,2340.84,0,4.553755582677544e-05
12705,15,9,6868.29,0,9.312513374169911e-05
12707,292,1,603.42,1,0.9999999998778215
12708,30,10,2712.91,0,0.0006643709685592162
12709,15,15,9706.52,0,9.234352748855535e-05
12710,97,3,1149.02,1,0.5835929326818645
12712,29,13,4396.13,0,0.0005816376350427766
12713,1,1,848.55,0,2.0974263968498748e-05
12714,9,5,4708.86,0,4.7500457944263086e-05
12715,106,1,343.36,1,0.7976900739468421
12716,4,2,1053.49,0,3.0017280282962608e-05
12717,151,2,1030.98,1,0.9985764592168421
12718,71,1,238.25,0,0.0652415533868486
12719,5,2,644.95,0,3.439752197018954e-05
12720,3,25,5781.7300000000005,0,3.542004400555333e-05
12721,32,6,2656.13,0,0.0007664190936656413
12722,85,4,997.63,0,0.2656067240950786
12723,4,5,725.07,0,3.267266139104088e-05
12724,5,4,1031.41,0,3.5292447854472075e-05
12725,371,1,427.8,1,0.9999999999999867
12726,28,7,2609.1,0,0.0004954289104426273
12727,11,7,3980.7,0,6.497412087883429e-05
12728,71,4,836.33,0,0.06757189478621194
12729,114,1,453.01,1,0.9080155440852438
12731,24,12,18895.91,0,0.0001526601798968832
12732,180,1,236.26,1,0.9999507204289431
12733,234,1,383.95,1,0.9999999024348878
12734,353,1,110.4,1,0.9999999999998956
12735,315,2,779.5699999999999,1,0.9999999999915237
12736,333,1,234.0,1,0.9999999999989437
12738,372,1,155.35,1,0.9999999999999882
12739,78,2,1013.04,0,0.13341810890836883
12740,64,1,427.6,0,0.029894634439966993
12743,134,2,540.13,1,0.9902060883636109
12744,52,7,21279.29,0,0.0030476223878539194
12747,2,11,4196.01,0,2.4905128635366657e-05
12748,1,209,33053.19,0,0.00045524712311098466
12749,4,5,4090.88,0,2.7526801078567105e-05
12750,129,1,275.88,1,0.9825336702980928
12752,81,1,4366.78,0,0.1520928505877319
12753,23,6,21429.39,0,0.0001043506235094253
12754,236,3,3010.74,1,0.9999999153873698
12755,281,2,3811.95,1,0.9999999994994426
12756,87,1,112.08,0,0.3080704920525863
12757,16,13,7834.650000000001,0,0.00010894710405500684
12758,117,2,2791.59,1,0.9268639347760737
12759,52,3,1531.44,0,0.0075732768784819385
12762,8,2,1898.52,0,4.562165262276845e-05
12763,138,2,494.08,1,0.9938194598800763
12764,317,1,1693.88,1,0.9999999999927884
12766,4,7,6989.63,0,2.4851667079543368e-05
12769,239,1,1143.6,1,0.9999999430522318
12770,211,1,1351.45,1,0.9999985427782238
12772,60,1,892.47,0,0.018614046809692482
12775,17,5,1386.04,0,0.00014161976559278613
12778,20,6,822.23,0,0.00021075718878845476
12779,38,8,3981.36,0,0.001497213534519477
12781,64,2,826.74,0,0.029963093087988637
12782,5,5,2330.92,0,3.379059474405832e-05
12783,2,6,2225.91,0,2.458117229821992e-05
12784,9,2,532.82,0,5.488974271139878e-05
12785,364,1,311.95,1,0.9999999999999705
12787,10,3,463.66,0,6.323985353875771e-05
12789,65,1,91.85,0,0.03398643541759641
12790,192,1,324.92,1,0.9999876073662736
12791,374,1,192.6,1,0.9999999999999907
12792,257,1,400.54,1,0.9999999931320851
12793,335,2,545.48,1,0.9999999999991671
12794,53,2,860.41,0,0.008589163369893337
12795,19,1,430.48,0,0.00017103563168001476
12797,366,1,254.03,1,0.9999999999999765
12798,10,3,6977.04,0,4.5390266105143994e-05
12802,187,1,427.58,1,0.999977815675462
12808,37,3,483.65,0,0.0014232708955448932
12809,178,1,489.31,1,0.9999371212966036
12811,261,3,514.85,1,0.9999999958393777
12812,45,1,229.64,0,0.003461805865154412
12814,102,1,125.92,1,0.715314705010565
12815,148,2,1063.46,1,0.9979853435626357
12816,96,2,572.2,1,0.5569558406811621
12817,281,1,166.04000000000002,1,0.9999999995747157
12818,262,1,1542.08,1,0.9999999959125532
12820,3,4,942.34,0,2.8145431384186353e-05
12821,214,1,92.72,1,0.9999990332358881
12822,71,2,948.88,0,0.06442290143089055
12823,75,5,1759.5,0,0.10089929237878936
12824,60,1,397.12,0,0.019080442878296633
12826,3,7,1474.72,0,2.9321496048863494e-05
12827,6,3,430.15,0,3.992534736682648e-05
12828,3,6,1018.71,0,2.9337269327413863e-05
12829,337,2,293.0,1,0.9999999999993472
12830,38,6,6814.64,0,0.0012389113473359951
12831,262,1,215.05,1,0.9999999961796218
12832,32,2,383.03,0,0.0007858191447726204
12833,145,1,417.38,1,0.997183012365613
12834,283,1,312.38,1,0.9999999996598512
12836,59,4,2610.36,0,0.016304255414623096
12837,173,1,134.1,1,0.9998900374734712
12838,34,2,671.95,0,0.0009752092363772495
12839,3,14,5591.42,0,2.786792577424623e-05
12840,144,4,2726.77,1,0.9966794753362996
12841,5,25,3991.58,0,4.887390161282539e-05
12842,70,2,1118.99,0,0.05733663642564311
12843,66,8,1702.26,0,0.04089348832136928
12844,29,2,325.96000000000004,0,0.0005575885456542212
12845,267,4,354.09000000000003,1,0.9999999979815744
12847,22,1,843.64,0,0.0002367508128023206
12849,31,2,1010.29,0,0.0006782267382494208
12851,97,1,131.81,1,0.5851550929206767
12852,295,1,311.55,1,0.9999999999148528
12853,135,6,1957.1,1,0.9914237198147222
12854,79,3,1316.25,0,0.14824748959777534
12855,373,1,38.1,1,0.9999999999999896
12856,8,6,2170.78,0,4.926641667092794e-05
12857,211,2,1106.4,1,0.9999985931230593
12863,52,1,521.2,0,0.007619087273885539
12864,138,1,147.12,1,0.9937885802187242
12865,26,2,1568.23,0,0.00037030013310161355
12866,283,1,559.12,1,0.9999999996555509
12867,26,7,4009.34,0,0.00036629088081145835
12868,186,6,1607.0600000000002,1,0.9999763952756165
12871,84,2,380.64,0,0.2411494137644338
12872,327,2,599.97,1,0.9999999999978975
12873,282,1,374.0,1,0.9999999996170388
12875,143,2,343.2300000000001,1,0.9965464641284113
12876,58,2,2218.02,0,0.014193307992647789
12877,4,12,1535.77,0,3.6745909803603794e-05
12878,236,2,854.99,1,0.9999999224442788
12879,45,3,573.22,0,0.003559290852214882
12881,276,1,298.0,1,0.9999999992375452
12882,9,2,1463.04,0,5.235058709635407e-05
12883,25,4,703.47,0,0.00036079371988917663
12884,88,1,309.05,0,0.33097651445483645
12885,63,3,1175.22,0,0.02691353962654359
12886,68,2,1378.4,0,0.04548569308104864
12888,214,2,354.12,1,0.9999990422536222
12890,24,1,376.72,0,0.00030537516920866914
12891,186,3,331.0,1,0.9999763227094118
12893,31,1,176.55,0,0.0006917603378203332
12895,42,2,372.8,0,0.002489093302350694
12897,205,2,216.5,1,0.9999973126983819
12901,9,28,17654.54,0,4.1398506994409365e-05
12902,265,1,138.68,1,0.9999999973081706
12904,18,2,496.06,0,0.00015537116101569537
12906,12,5,2919.81,0,7.355619239035537e-05
12908,176,2,750.0,1,0.9999215382917559
12909,40,5,2178.67,0,0.0019304326119419248
12910,23,8,3075.04,0,0.00027797518012552503
12912,3,5,1662.3,0,2.7754765359187393e-05
12913,5,5,2483.63,0,3.352887209796236e-05
12915,149,2,363.65,1,0.9982672940895799
12916,139,4,2944.95,1,0.9940365853994856
12917,128,1,594.0,1,0.9801255953851704
12919,8,6,1335.19,0,5.140769762578881e-05
12920,17,1,162.78,0,0.0001376493983932203
12921,9,37,16587.09,0,5.360926917127946e-05
12922,161,1,405.38,1,0.9995547765299977
12923,64,1,172.82,0,0.030273171216515286
12924,88,4,933.7,0,0.339049460605947
12925,5,2,694.05,0,3.4311634279621085e-05
12928,35,5,2062.7,0,0.001091358672367696
12929,312,1,117.85,1,0.9999999999881479
12930,78,2,415.8,0,0.136973506115844
12931,22,15,42055.96,0,3.989532610472143e-05
12933,24,3,607.53,0,0.00031581024969852116
12935,2,7,2160.7,0,2.522870268818658e-05
12936,17,4,1063.9,0,0.0001407334859330206
12937,15,4,1504.27,0,0.00010925119319606939
12938,26,1,114.14,0,0.0003898076422916619
12939,64,8,11581.8,0,0.02005703990995795
12940,55,2,899.69,0,0.010773847296812132
12942,131,3,675.6,1,0.9864228413950725
12944,36,2,604.51,0,0.0012323215247095646
12945,288,1,462.95,1,0.9999999998075217
12947,144,6,1603.99,1,0.9970020999135305
12948,16,7,2064.95,0,0.00012755411444696524
12949,31,8,4167.22,0,0.0006617190083420646
12950,2,3,1843.0,0,2.3416339918518725e-05
12951,9,6,1064.07,0,5.849838927423661e-05
12952,6,4,1387.79,0,3.889758261978342e-05
12953,10,1,329.85,0,6.0848491678294844e-05
12955,1,11,4757.16,0,2.156541038216504e-05
12956,306,1,108.07,1,0.9999999999763236
12957,10,8,4017.54,0,5.910925997676585e-05
12962,7,2,266.39,0,4.417138182639575e-05
12963,8,8,1856.63,0,5.238389853929641e-05
12965,89,1,769.8100000000001,0,0.35164415218545225
12966,10,1,160.18,0,6.13764328833511e-05
12967,358,2,1660.9,1,0.999999999999938
12968,112,1,135.95,1,0.8884454773369155
12970,7,4,405.47,0,4.589504222792804e-05
12971,4,86,11189.91,0,0.00012039940364591446
12974,198,1,144.8,1,0.9999938561130972
12976,212,1,738.6,1,0.9999987415095031
12977,156,1,39.24,1,0.9992220470411867
12980,158,9,7374.900000000001,1,0.9992515984908674
12981,30,2,372.22,0,0.000624288307402075
12982,243,1,390.54,1,0.9999999654593622
12984,19,1,97.5,0,0.00017395975769401878
12985,1,2,1239.38,0,2.1032675190981658e-05
12987,74,2,558.7,0,0.0903320670771377
12988,292,1,505.82,1,0.9999999998784272
12989,3,15,6924.11,0,2.6636971385856277e-05
12990,31,3,409.5,0,0.0007153113775221236
12991,23,2,503.76,0,0.0002765439358469887
12993,23,4,414.76,0,0.00029068810297552366
12994,4,3,974.42,0,3.0829756494729936e-05
12995,85,1,211.32,0,0.26017963399281285
12997,22,4,1226.89,0,0.00024852090706526823
12999,196,3,455.88,1,0.9999924860669923
13000,107,3,534.85,1,0.8209718272634188
13001,4,13,9785.97,0,2.46956894509617e-05
13002,318,1,120.95,1,0.9999999999940692
13003,106,3,149.05,1,0.8064610686702276
13004,12,18,5655.91,0,8.593409722240391e-05
13005,174,2,513.7,1,0.9999023503749477
13006,56,1,81.57,0,0.012304468464566813
13008,323,1,229.47,1,0.9999999999966511
13011,372,1,50.55,1,0.9999999999999885
13012,9,8,1646.84,0,5.942338003229217e-05
13013,1,13,4810.9400000000005,0,2.250448956619064e-05
13014,11,10,3466.28,0,7.139456034478322e-05
13015,53,5,3339.64,0,0.008107522908297167
13016,73,3,789.89,0,0.08210451387160798
13017,7,1,204.0,0,4.331820715169788e-05
13018,16,28,7277.7,0,0.0001574959489729726
13021,4,9,2616.38,0,3.2490972790780216e-05
13023,64,2,689.9,0,0.030166277720405726
13026,1,5,975.36,0,2.281833399182066e-05
13027,114,6,6912.0,1,0.8883667115602149
13028,23,2,661.3199999999999,0,0.00027433476171648003
13029,31,3,1247.5,0,0.0006854514625311415
13030,11,2,752.44,0,6.83715386331378e-05
13032,52,2,1010.18,0,0.007602345657275333
13033,357,1,190.55,1,0.999999999999934
13034,55,2,642.77,0,0.010914169537385741
13035,74,2,921.88,0,0.08882394441467227
13037,138,3,881.07,1,0.993837716424895
13038,80,3,908.46,0,0.16627848786911012
13040,9,2,676.99,0,5.448829472186882e-05
13043,273,1,516.42,1,0.9999999989100308
13044,291,1,560.47,1,0.9999999998631741
13045,99,1,305.28000000000003,1,0.6378317686381305
13046,31,2,629.31,0,0.0006915030028950751
13047,32,10,3237.54,0,0.0008146862506478835
13048,14,4,1819.41,0,9.57943176355895e-05
13049,64,2,656.6800000000001,0,0.030215804920582904
13050,15,17,5836.86,0,0.00011767105668500934
13052,212,1,348.15000000000003,1,0.9999987662828548
13055,78,3,1214.41,0,0.13486158724753666
13058,25,3,271.40000000000003,0,0.0003605481239862035
13059,250,1,183.4,1,0.9999999847634584
13060,254,1,307.53000000000003,1,0.9999999903364193
13061,72,1,248.61,0,0.07260768906090805
13062,191,1,346.98,1,0.999986075676376
13064,13,4,1105.59,0,8.851255716427871e-05
13065,373,1,205.86,1,0.9999999999999896
13066,24,2,470.8,0,0.00031088618326705585
13067,82,1,115.46,0,0.19998410553764712
13068,10,2,344.0,0,6.219949875266949e-05
13069,1,24,4431.44,0,2.9445204447975975e-05
13070,192,1,228.8,1,0.9999876678710446
13072,267,1,177.15,1,0.9999999978588276
13075,130,1,919.61,1,0.9838966690106892
13077,1,4,728.02,0,2.258931728213798e-05
13078,3,26,12627.94,0,2.55686565730636e-05
13079,4,5,220.1,0,3.35236247643399e-05
13080,179,1,58.08,1,0.9999451915398231
13081,12,11,28337.38,0,2.310278454713105e-05
13082,126,9,3613.63,1,0.9757577910434553
13083,4,2,303.75,0,3.118533887354765e-05
13085,158,2,416.08,1,0.9993844546162748
13089,3,97,58762.08,0,1.2215200340378838e-05
13090,9,14,8910.82,0,4.703613095311967e-05
13091,28,1,345.82,0,0.0004852127652633169
13092,71,5,477.83,0,0.07019722714548443
13093,276,8,7832.47,1,0.9999999990452795
13094,21,12,1927.32,0,0.0002561837590204962
13095,71,1,74.39999999999999,0,0.06575220618468972
13097,33,10,6003.22,0,0.000794260149034704
13098,1,28,28882.44,0,9.28367556426532e-06
13099,99,1,207.36,1,0.6389827508384744
13101,234,1,101.19,1,0.9999999038295523
13102,1,24,6424.09,0,2.6604227548412978e-05
13103,40,1,243.94,0,0.0019454951433805563
13104,3,6,1098.48,0,2.921835208276445e-05
13106,133,1,76.5,1,0.9890311321914732
13107,44,4,1531.62,0,0.0030910131648530293
13108,373,1,350.06,1,0.9999999999999896
13109,60,2,786.54,0,0.019133911848948613
13110,31,7,1488.67,0,0.0007413469064954585
13113,1,24,12245.96,0,1.9779243823978824e-05
13115,12,4,2294.78,0,7.423183532066442e-05
13116,138,1,501.14,1,0.9936763101919208
13117,22,8,984.91,0,0.0002754892038369626
13118,20,5,1197.81,0,0.00020212966741859614
13120,239,1,30.6,1,0.9999999461898752
13121,269,1,283.73,1,0.9999999982909222
13122,94,2,922.39,1,0.4950398435652871
13124,90,3,3756.33,0,0.35363161803717974
13126,5,8,2099.64,0,3.659829067948884e-05
13127,78,1,259.17,0,0.13524430906323706
13130,94,1,64.0,1,0.500296332124003
